"year(cout)","month(cout)","deweyBin","Mexico","Ireland","Spain","Israel","Egypt","Vietnam","Germany","Russia","China","Cuba","Iraq","Japan"
2010,8,364,4,3,1,1,1,0,0,2,7,6,0,24
2010,9,364,1,1,0,2,0,1,0,0,2,2,0,21
2010,10,364,2,2,2,0,1,0,1,1,6,6,0,29
2010,11,364,2,2,0,0,0,1,0,1,4,5,0,19
2010,12,364,3,4,0,2,0,1,0,0,2,7,0,19
2011,1,364,1,6,1,1,0,2,0,0,9,3,0,19
2011,2,364,4,3,1,1,0,0,0,0,6,4,0,12
2011,3,364,5,8,0,0,0,1,0,1,2,7,0,14
2011,4,364,3,4,1,1,0,0,0,1,0,6,0,17
2011,5,364,5,10,0,1,0,0,0,0,1,5,0,14
2011,6,364,9,11,1,1,0,1,1,0,1,2,0,5
2011,7,364,7,8,0,1,0,2,0,0,3,4,0,8
2011,8,364,5,9,0,1,0,0,0,0,2,3,0,10
2011,9,364,7,7,0,3,0,0,0,0,1,2,0,7
2011,10,364,6,6,0,0,0,0,1,0,2,2,0,4
2011,11,364,4,6,0,1,0,0,2,0,1,3,0,8
2011,12,364,4,7,0,0,1,0,0,1,1,6,0,3
2012,1,364,10,4,0,0,0,0,0,1,0,3,0,8
2012,2,364,5,8,2,0,0,0,0,0,1,2,0,8
2012,3,364,1,1,0,0,0,2,0,0,2,4,0,12
2012,4,364,5,3,0,1,0,0,0,0,0,5,0,7
2012,5,364,9,9,0,0,0,0,1,0,12,3,0,9
2012,6,364,7,6,0,1,0,1,0,0,14,7,0,3
2012,7,364,5,2,0,0,0,1,0,0,25,1,0,4
2012,8,364,4,4,0,3,0,0,0,0,23,0,0,8
2012,9,364,3,4,0,0,0,0,1,0,19,5,0,3
2012,10,364,7,3,0,3,1,0,0,0,27,3,0,9
2012,11,364,2,3,0,2,0,0,0,0,25,1,0,10
2012,12,364,2,3,0,3,0,0,1,0,21,3,0,8
2013,1,364,1,3,0,0,0,0,0,0,16,4,0,8
2013,2,364,0,4,0,0,1,0,0,1,21,2,0,7
2013,3,364,6,3,0,0,0,1,0,0,13,3,0,6
2013,4,364,1,0,0,1,0,0,0,0,14,4,0,7
2013,5,364,2,2,0,0,0,0,0,1,19,1,0,4
2013,6,364,3,7,0,1,0,0,0,0,15,3,0,5
2013,7,364,2,5,0,0,0,0,1,1,19,3,0,4
2013,8,364,2,2,0,0,1,0,0,0,14,3,0,3
2013,9,364,2,2,0,0,0,0,0,0,11,1,0,5
2013,10,364,2,6,0,0,0,0,1,0,7,3,0,7
2013,11,364,0,4,0,0,0,0,0,0,8,5,0,1
2013,12,364,3,2,0,0,0,0,0,0,6,3,0,6
2014,1,364,2,4,0,0,0,0,1,1,15,3,0,6
2014,2,364,4,4,0,2,0,0,0,0,7,2,0,4
2014,3,364,1,1,0,1,0,0,1,0,7,3,0,3
2014,4,364,2,5,0,1,0,0,0,0,10,7,0,4
2014,5,364,2,5,0,0,0,0,1,0,10,3,0,0
2014,6,364,1,3,0,0,0,1,0,0,6,1,0,5
2014,7,364,3,1,0,0,0,0,0,0,5,2,0,5
2014,8,364,3,3,0,0,0,0,0,0,10,1,0,3
2014,9,364,3,1,0,0,0,0,1,0,7,7,0,4
2014,10,364,3,4,0,1,1,0,0,0,3,3,0,4
2014,11,364,1,2,0,2,0,0,1,0,7,4,0,3
2014,12,364,2,4,0,1,0,0,0,0,6,3,0,1
2015,1,364,0,3,0,0,0,0,0,0,7,4,0,0
2015,2,364,0,2,0,0,0,0,0,0,5,0,0,1
2015,3,364,3,3,0,0,0,0,1,0,8,2,0,1
2015,4,364,1,2,0,0,0,1,1,0,4,2,0,3
2015,5,364,2,1,0,0,0,0,1,0,5,0,0,8
2015,6,364,0,0,0,1,0,0,1,0,3,1,0,5
2015,7,364,0,0,0,1,0,0,0,0,1,1,0,3
2015,8,364,2,2,0,0,0,0,1,0,2,3,0,4
2015,9,364,2,3,0,0,0,0,0,0,5,3,0,6
2015,10,364,2,3,0,1,0,0,0,0,4,3,0,2
2015,11,364,0,5,0,1,0,0,0,0,8,1,0,3
2015,12,364,2,3,0,0,0,0,0,0,6,3,0,4
2016,1,364,1,1,0,0,0,0,0,0,10,1,0,1
2016,2,364,2,3,0,1,0,0,0,0,6,2,0,6
2016,3,364,1,1,0,0,0,0,0,0,5,3,0,2
2016,4,364,1,0,0,0,0,0,0,0,2,2,0,1
2016,5,364,1,4,0,0,0,0,0,0,7,4,0,0
2016,6,364,1,3,0,0,0,0,0,0,5,1,0,0
2016,7,364,1,2,0,0,1,0,0,0,12,3,0,8
2016,8,364,1,5,0,1,0,0,0,0,10,2,0,9
2016,9,364,7,1,0,0,0,0,0,0,14,3,0,9
2016,10,364,11,2,0,0,0,0,0,0,7,2,0,5
2016,11,364,10,3,0,0,0,0,0,0,7,2,0,5
2016,12,364,6,5,0,0,0,0,0,0,12,2,0,4
2006,1,365,0,0,0,0,0,0,0,0,0,0,1,0
2006,2,365,0,0,0,0,0,0,0,0,0,0,2,0
2006,3,365,0,0,0,0,0,0,0,0,0,0,3,0
2006,5,365,0,0,0,0,0,0,0,0,0,0,2,0
2006,6,365,0,0,0,0,0,0,0,0,1,0,0,0
2006,7,365,0,0,0,0,0,0,0,0,0,0,1,0
2006,8,365,0,0,0,0,0,0,0,0,0,0,2,0
2006,10,365,0,1,0,0,0,0,0,0,1,2,1,0
2006,12,365,0,0,0,0,0,0,0,0,0,1,1,0
2007,2,365,0,1,0,0,0,0,0,0,0,0,0,0
2007,3,365,0,0,0,0,0,0,0,0,0,1,0,0
2007,6,365,0,0,0,0,0,0,0,0,0,1,0,0
2007,7,365,0,1,0,0,0,0,0,0,0,1,0,0
2007,12,365,0,0,0,0,0,0,0,0,0,1,0,0
2008,3,365,0,0,0,0,0,0,0,0,0,0,1,0
2008,4,365,0,0,0,0,0,0,0,0,0,1,0,0
2008,5,365,0,0,0,0,0,0,0,0,2,0,1,0
2008,7,365,0,0,0,0,0,0,0,0,1,0,1,0
2008,8,365,0,0,0,0,0,0,0,0,0,1,0,0
2008,9,365,0,0,0,0,0,0,0,0,0,0,1,0
2008,10,365,0,0,0,0,0,0,0,1,0,0,0,0
2008,11,365,0,0,0,0,0,0,0,6,0,0,2,0
2008,12,365,0,0,0,0,0,0,0,3,0,0,1,0
2009,1,365,0,0,0,0,0,0,0,3,0,0,1,0
2009,2,365,0,1,0,0,0,0,0,4,0,2,0,0
2009,3,365,0,0,0,0,0,0,0,2,0,0,0,0
2009,5,365,0,1,0,0,0,0,0,0,0,0,0,0
2009,7,365,0,0,0,0,0,0,0,1,0,0,0,0
2009,8,365,0,2,0,0,0,0,0,2,0,0,0,0
2009,9,365,0,0,0,0,0,0,0,1,0,0,0,0
2009,10,365,0,1,0,0,0,0,0,0,0,0,1,0
2009,11,365,0,1,0,0,0,0,0,0,0,0,0,0
2009,12,365,0,0,0,0,0,0,0,0,6,0,0,0
2010,1,365,0,1,0,0,0,0,0,1,2,0,0,0
2010,2,365,0,0,0,0,0,0,0,0,4,0,0,0
2010,3,365,0,0,0,0,0,0,0,1,3,0,0,0
2010,4,365,0,0,0,0,0,0,0,0,3,0,1,0
2010,5,365,0,0,0,0,0,0,0,0,1,0,0,0
2010,6,365,0,0,0,0,0,0,0,2,1,0,1,0
2010,8,365,0,0,0,0,0,0,0,0,2,0,0,0
2010,9,365,0,0,0,0,0,0,0,0,0,0,1,0
2010,11,365,0,0,0,0,0,0,0,1,2,0,0,0
2010,12,365,0,0,0,0,0,0,0,0,1,0,0,0
2011,2,365,0,0,0,0,0,0,0,1,0,0,1,0
2011,4,365,0,1,0,0,0,0,0,0,0,0,0,0
2011,6,365,0,0,0,0,0,0,0,0,0,0,1,0
2011,7,365,0,0,0,0,0,0,0,1,0,0,0,0
2011,8,365,0,0,0,0,0,0,0,1,0,0,0,0
2011,11,365,0,0,0,0,0,0,0,1,0,0,0,0
2012,1,365,0,1,0,0,0,0,0,0,0,0,0,0
2012,3,365,0,2,0,0,0,0,0,0,1,0,0,0
2012,4,365,0,0,0,0,0,0,0,1,4,0,0,0
2012,5,365,0,1,0,0,0,0,0,1,3,0,0,0
2012,6,365,0,0,0,0,0,0,0,1,2,0,0,0
2012,7,365,0,0,0,0,0,0,0,0,2,0,0,0
2012,8,365,0,0,0,0,0,0,0,0,2,0,0,0
2012,9,365,0,0,0,0,0,0,0,0,2,0,0,0
2012,10,365,0,0,0,0,0,0,0,0,2,0,0,0
2012,11,365,0,0,0,0,0,0,0,0,1,0,0,0
2012,12,365,0,0,0,0,0,0,0,0,1,0,0,0
2013,2,365,0,1,0,0,0,0,0,0,0,0,0,0
2013,3,365,0,0,0,0,0,0,0,0,2,0,0,0
2013,4,365,0,0,0,0,0,0,0,1,0,0,0,0
2013,5,365,0,0,0,0,0,0,0,0,1,0,0,0
2013,6,365,0,0,0,0,0,0,0,1,6,0,0,0
2013,7,365,0,0,0,0,0,0,0,0,6,0,0,0
2013,8,365,0,0,0,0,0,0,0,0,5,0,0,0
2013,9,365,0,0,0,0,0,0,0,1,6,0,0,0
2013,10,365,0,0,0,0,0,0,0,0,2,0,0,0
2013,12,365,0,0,0,0,0,0,0,0,2,0,0,0
2014,1,365,0,0,0,0,0,0,0,0,1,0,0,0
2014,2,365,0,1,0,0,0,0,0,1,2,0,0,0
2014,5,365,0,1,0,0,0,0,0,0,1,0,0,0
2014,6,365,0,0,0,0,0,0,0,0,4,0,0,0
2014,7,365,0,0,0,0,0,0,0,1,1,0,0,0
2014,8,365,0,0,0,0,0,0,0,0,3,0,0,0
2014,9,365,0,0,0,0,0,0,0,0,1,0,0,0
2014,10,365,0,0,0,0,0,0,0,1,0,0,0,0
2014,11,365,0,0,0,0,0,0,0,1,1,0,0,0
2014,12,365,0,0,0,0,0,0,0,0,1,0,0,0
2015,1,365,0,0,0,0,0,0,0,0,1,0,1,0
2015,2,365,0,0,0,0,0,0,0,0,1,0,0,0
2015,4,365,0,0,0,0,0,0,0,0,1,0,0,0
2015,5,365,0,0,0,0,0,0,0,0,3,0,0,0
2015,6,365,0,0,0,0,0,0,0,0,1,0,0,0
2015,7,365,0,0,0,0,0,0,0,0,1,0,0,0
2015,11,365,0,0,0,0,0,0,0,0,0,0,0,1
2016,1,365,0,0,0,0,0,0,0,0,1,0,0,0
2016,4,365,0,0,0,0,0,0,0,0,2,0,1,0
2016,7,365,0,0,0,0,0,0,0,0,2,0,0,0
2016,8,365,0,0,0,0,0,0,0,0,1,0,0,0
2008,5,366,0,0,0,0,0,0,0,0,1,0,0,0
2008,12,366,0,0,0,0,0,0,0,0,1,0,0,0
2011,2,366,0,0,0,0,0,0,0,0,1,0,0,0
2016,4,366,0,0,0,0,0,0,0,0,1,0,0,0
2007,9,367,0,0,0,0,0,0,0,0,1,0,0,0
2007,11,367,0,0,0,0,0,0,0,0,1,0,0,0
2006,4,370,0,0,0,0,0,0,0,0,2,0,0,0
2006,6,370,0,0,0,0,0,0,0,0,1,0,0,0
2006,7,370,0,0,0,0,0,0,0,0,1,0,0,0
2006,8,370,0,0,0,0,0,0,0,0,1,0,0,0
2006,10,370,0,0,0,0,0,0,0,0,0,0,0,2
2006,12,370,0,0,0,0,0,0,0,0,0,0,0,1
2007,1,370,0,0,0,0,0,0,0,1,1,0,0,0
2007,3,370,0,0,0,1,0,0,0,0,1,0,0,0
2007,4,370,1,0,1,0,0,0,0,0,0,0,0,0
2007,5,370,0,0,0,1,1,0,0,0,1,0,1,2
2007,6,370,1,0,1,0,0,0,0,0,0,0,0,0
2007,7,370,2,0,2,0,0,0,0,0,1,0,0,0
2007,8,370,2,0,2,0,0,0,0,0,0,0,1,0
2007,9,370,1,0,1,0,0,0,0,0,1,0,5,1
2007,10,370,1,0,1,0,0,0,0,0,0,0,3,0
2007,11,370,0,0,0,0,0,0,0,0,0,0,4,0
2007,12,370,0,0,0,0,0,0,0,0,1,0,0,0
2008,1,370,1,0,1,0,0,0,0,0,2,0,2,0
2008,2,370,0,0,0,0,0,0,0,0,0,0,2,0
2008,3,370,2,0,2,0,0,0,0,0,5,1,1,0
2008,4,370,0,0,0,0,0,0,0,0,0,0,1,0
2008,5,370,0,0,0,0,0,0,0,0,0,0,1,1
2008,6,370,0,0,0,0,0,0,0,0,1,0,0,1
2008,7,370,0,0,0,0,0,0,0,0,0,0,0,2
2008,8,370,1,0,1,0,0,0,0,0,0,0,1,0
2008,10,370,1,0,1,0,0,0,0,0,0,0,1,2
2008,12,370,0,0,0,0,0,0,0,0,0,1,0,0
2009,1,370,1,0,1,0,0,0,0,0,0,0,0,0
2009,2,370,0,0,0,0,0,0,0,0,0,0,0,2
2009,3,370,0,0,0,0,0,0,0,0,2,0,0,0
2009,5,370,2,0,2,0,0,0,0,0,0,0,0,0
2009,6,370,1,0,1,0,0,0,0,0,0,0,0,0
2009,7,370,1,0,1,0,0,0,0,0,0,0,0,1
2009,8,370,1,0,1,0,0,0,0,0,1,0,0,2
2009,10,370,1,0,1,0,0,0,0,0,0,0,0,0
2009,12,370,0,0,0,0,0,0,0,0,1,0,1,0
2010,1,370,1,0,1,0,0,0,0,0,0,0,0,0
2010,4,370,0,0,0,0,0,0,0,0,0,1,0,0
2010,5,370,0,0,0,0,0,0,0,0,1,0,0,0
2010,6,370,0,0,0,0,0,0,0,0,0,0,1,0
2010,8,370,1,0,1,0,0,0,0,0,1,0,0,0
2010,10,370,1,0,1,0,0,0,0,0,0,0,0,0
2011,4,370,0,0,0,0,0,0,0,0,0,1,0,0
2011,12,370,1,0,1,0,0,0,0,0,0,0,0,0
2012,1,370,1,0,1,0,0,0,0,0,0,0,0,0
2012,10,370,0,0,0,0,0,0,3,0,0,0,0,0
2012,11,370,0,0,0,0,0,0,0,0,0,1,0,0
2013,1,370,0,0,0,0,0,0,0,0,1,0,0,0
2013,2,370,0,0,0,0,0,0,1,0,0,0,0,0
2013,4,370,0,0,0,0,0,0,0,0,1,0,0,0
2014,8,370,0,0,0,0,0,0,0,0,3,0,0,0
2014,9,370,0,0,0,0,0,0,0,0,1,0,0,0
2014,11,370,1,0,0,0,0,0,0,0,1,0,0,0
2014,12,370,0,0,0,0,0,0,0,0,1,0,0,0
2015,1,370,0,0,0,0,0,0,0,0,1,0,0,0
2015,2,370,0,0,0,0,0,0,0,0,1,0,0,0
2015,3,370,0,0,0,0,0,0,0,0,1,0,0,0
2015,4,370,0,0,0,0,0,0,0,0,1,0,0,0
2015,7,370,0,0,0,0,0,0,0,0,2,1,0,0
2015,11,370,0,0,0,0,0,0,0,0,1,0,0,0
2016,1,370,0,0,0,0,0,0,1,0,0,0,0,0
2016,11,370,0,0,0,0,0,0,0,0,0,1,0,0
2006,1,371,0,0,0,0,0,0,1,0,0,0,0,0
2006,3,371,0,0,0,0,0,0,0,0,0,0,0,1
2006,5,371,0,0,0,0,0,0,1,0,0,0,0,0
2007,3,371,0,0,0,0,0,0,0,0,0,0,0,1
2007,4,371,0,0,0,0,0,0,0,0,1,0,0,0
2007,8,371,0,0,0,0,0,0,0,0,0,0,0,1
2007,9,371,0,0,0,0,0,0,0,0,3,0,0,0
2007,10,371,0,0,0,0,0,0,0,0,1,0,0,0
2007,11,371,0,0,0,0,0,0,0,0,4,0,0,0
2007,12,371,0,0,0,0,0,0,0,0,3,0,0,0
2008,1,371,0,0,0,0,0,0,0,0,2,0,0,0
2008,2,371,0,0,0,0,0,0,0,0,2,0,0,0
2008,3,371,0,0,0,0,0,0,0,0,1,0,0,0
2008,4,371,0,0,0,0,0,0,0,0,1,0,0,0
2008,5,371,0,0,0,0,0,0,0,0,1,0,0,2
2008,6,371,0,0,0,0,0,0,0,0,0,0,0,1
2008,7,371,0,0,0,0,0,0,0,0,0,0,0,1
2008,10,371,0,0,0,0,0,0,0,0,2,0,0,0
2008,12,371,0,0,0,0,0,0,0,0,1,0,0,0
2009,1,371,0,0,0,0,0,0,0,0,1,0,0,0
2009,2,371,0,0,0,0,0,0,0,0,1,0,0,1
2010,4,371,0,0,0,0,0,0,0,0,1,0,0,2
2010,6,371,0,0,0,0,0,0,0,0,2,0,0,0
2010,10,371,0,0,0,0,0,0,0,0,1,0,0,0
2011,3,371,0,0,0,0,0,0,0,0,1,0,0,2
2011,5,371,0,0,0,0,0,0,0,0,0,0,0,1
2011,8,371,0,0,0,0,0,0,0,0,1,0,0,0
2011,9,371,0,0,0,0,0,0,0,0,0,0,0,1
2011,10,371,0,0,0,0,0,0,0,0,0,0,0,1
2011,11,371,0,0,0,0,0,0,0,0,0,0,0,1
2012,4,371,0,0,0,0,0,0,0,0,1,0,0,0
2012,5,371,0,0,0,0,0,0,0,0,1,0,0,1
2012,8,371,0,0,0,0,0,0,0,0,1,0,0,0
2013,1,371,0,0,0,0,0,0,0,0,0,0,0,1
2013,3,371,0,0,0,0,0,0,0,0,1,0,0,1
2013,4,371,0,0,0,0,0,0,0,0,0,0,0,1
2013,5,371,0,0,0,0,0,0,0,0,0,0,0,1
2013,7,371,0,0,0,0,0,0,0,0,0,0,0,1
2013,9,371,0,0,0,0,0,0,0,0,1,0,0,0
2013,10,371,0,0,0,0,0,0,0,0,1,0,0,0
2013,12,371,0,0,0,0,0,0,0,0,1,0,0,0
2014,2,371,0,0,0,0,0,0,0,0,2,0,0,0
2014,3,371,0,0,0,0,0,0,0,0,1,0,0,0
2014,4,371,0,0,0,0,0,0,0,0,1,0,0,0
2016,3,371,0,0,0,0,0,0,0,0,1,0,0,0
2016,10,371,0,0,0,0,0,0,0,0,1,0,0,0
2006,1,372,0,0,0,0,0,1,0,0,0,0,0,0
2006,3,372,0,0,0,0,0,1,0,0,1,0,0,2
2006,5,372,0,0,0,0,0,1,0,0,0,0,0,0
2006,6,372,0,0,0,0,0,1,0,0,0,0,0,0
2006,7,372,1,0,0,0,0,2,0,0,1,0,0,1
2006,10,372,0,0,0,0,0,0,0,0,0,0,0,1
2006,12,372,0,0,0,0,0,0,0,0,0,0,0,1
2007,2,372,0,0,0,0,0,0,0,0,0,0,0,1
2007,4,372,0,0,0,0,0,2,0,0,1,0,0,1
2007,5,372,0,0,0,0,0,0,0,0,1,0,0,4
2007,8,372,0,0,0,0,0,0,0,0,1,0,0,2
2007,11,372,1,0,0,0,0,0,0,0,0,0,0,0
2008,1,372,0,0,0,0,0,1,0,0,2,0,0,3
2008,3,372,0,0,0,0,0,0,0,0,2,0,0,2
2008,4,372,0,0,0,0,0,0,0,0,0,0,0,1
2008,6,372,0,0,0,0,0,1,0,0,0,0,0,0
2008,7,372,0,0,0,0,0,0,0,0,2,0,0,4
2008,12,372,1,0,0,0,0,0,0,0,0,0,0,0
2009,2,372,0,0,0,0,0,1,0,0,0,0,0,1
2009,3,372,0,0,5,0,0,0,0,0,0,0,0,0
2009,4,372,0,0,2,0,0,0,0,0,2,0,0,2
2009,5,372,0,0,9,0,0,0,0,0,0,0,0,0
2009,6,372,0,0,5,0,0,0,0,0,0,0,0,0
2009,7,372,1,0,3,0,0,0,0,0,0,0,0,1
2009,8,372,0,0,8,0,0,1,0,0,1,0,0,2
2009,9,372,0,0,2,0,0,0,0,0,0,0,0,1
2009,10,372,1,0,9,0,0,0,0,0,0,0,0,0
2009,11,372,0,0,5,0,0,0,0,0,0,0,0,1
2009,12,372,0,0,2,0,0,0,0,0,0,0,0,1
2010,1,372,0,0,2,0,0,1,0,0,1,0,0,5
2010,2,372,0,0,1,0,0,1,0,0,1,0,0,5
2010,3,372,0,0,1,0,0,0,0,0,0,0,0,4
2010,4,372,0,0,3,0,0,0,0,0,3,0,0,7
2010,5,372,0,0,1,0,0,0,0,0,0,0,0,2
2010,6,372,0,0,4,0,0,0,0,0,1,0,0,2
2010,7,372,0,0,4,0,0,0,0,0,1,0,0,3
2010,8,372,0,0,5,0,0,0,0,0,1,0,0,4
2010,9,372,0,0,0,0,0,0,0,0,1,0,0,1
2010,10,372,0,0,4,0,0,0,0,0,0,0,0,1
2010,11,372,0,0,3,0,0,0,0,0,1,0,0,1
2010,12,372,0,0,1,0,0,0,0,0,1,0,0,2
2011,1,372,0,0,7,0,0,1,0,0,0,0,0,0
2011,2,372,0,0,3,0,0,0,0,0,0,0,0,0
2011,3,372,0,0,5,0,0,0,0,0,0,0,0,0
2011,4,372,0,0,4,0,0,0,0,0,1,0,0,1
2011,5,372,0,0,4,0,0,0,0,0,0,0,0,3
2011,6,372,0,0,4,0,0,0,0,0,1,0,0,2
2011,7,372,0,0,3,0,0,0,0,0,1,0,0,2
2011,8,372,0,0,5,0,0,0,0,0,0,0,0,1
2011,9,372,0,0,6,0,0,0,0,0,1,0,0,3
2011,10,372,0,0,3,0,0,0,0,0,0,0,0,0
2011,11,372,0,0,1,0,0,1,0,0,1,0,0,1
2011,12,372,0,0,3,0,0,0,0,0,0,0,0,0
2012,1,372,0,0,2,0,0,0,0,0,0,0,0,2
2012,2,372,0,0,6,0,0,0,0,0,0,0,0,1
2012,3,372,0,0,4,0,0,1,0,0,0,0,0,0
2012,4,372,0,0,2,0,0,0,0,0,0,0,0,0
2012,5,372,0,0,4,0,0,0,0,0,0,0,0,0
2012,6,372,0,0,5,0,0,0,0,0,0,0,0,1
2012,7,372,0,0,5,0,0,0,0,0,0,0,0,0
2012,8,372,0,0,2,0,0,0,0,0,0,0,0,0
2012,9,372,0,0,3,0,0,0,0,0,2,0,0,3
2012,10,372,0,0,7,0,0,0,0,0,0,0,0,0
2012,11,372,0,0,3,0,0,0,0,0,0,0,0,0
2012,12,372,0,0,5,0,0,0,0,0,0,0,0,1
2013,1,372,0,0,4,0,0,0,0,0,0,0,0,0
2013,2,372,0,0,3,0,0,0,0,0,1,0,0,1
2013,3,372,0,0,5,0,0,0,0,0,1,0,0,1
2013,4,372,0,0,5,0,0,0,0,0,0,0,0,1
2013,5,372,0,0,3,0,0,0,0,0,0,0,0,0
2013,6,372,0,0,4,0,0,0,0,0,1,0,0,1
2013,7,372,0,0,4,0,0,0,0,0,0,0,0,0
2013,8,372,0,0,3,0,0,0,0,0,1,0,0,1
2013,9,372,0,0,6,0,0,0,0,0,1,0,0,1
2013,10,372,0,0,2,0,0,0,0,0,0,0,0,0
2013,11,372,0,0,2,0,0,0,0,0,0,0,0,0
2013,12,372,0,0,1,0,0,0,0,0,0,0,0,0
2014,1,372,0,0,3,0,0,0,0,0,1,0,0,1
2014,2,372,0,0,5,0,0,0,0,0,0,0,0,0
2014,3,372,0,0,0,0,0,0,0,0,1,0,0,2
2014,4,372,0,0,2,0,0,0,0,0,1,0,0,1
2014,5,372,0,0,3,0,0,0,0,0,0,0,0,0
2014,6,372,0,0,4,0,0,0,0,0,0,0,0,0
2014,7,372,0,0,3,0,0,0,0,0,0,0,0,1
2014,8,372,0,0,2,0,0,0,0,0,1,0,0,1
2014,9,372,0,0,4,0,0,0,0,0,0,0,0,0
2014,11,372,0,0,2,0,0,0,0,0,0,0,0,0
2014,12,372,0,0,1,0,0,0,0,0,0,0,0,1
2015,1,372,0,0,4,0,0,0,0,0,1,0,0,2
2015,2,372,0,0,1,0,0,0,0,0,1,0,0,1
2015,3,372,0,0,1,0,0,0,0,0,0,0,0,1
2015,4,372,0,0,1,0,0,0,0,0,0,0,0,0
2015,5,372,0,0,5,0,0,0,0,0,0,0,0,1
2015,6,372,0,0,2,0,0,0,0,0,0,0,0,0
2015,7,372,0,0,1,0,0,0,0,0,0,0,0,0
2015,8,372,0,0,2,0,0,0,0,0,0,0,0,0
2015,9,372,0,0,2,0,0,0,0,0,0,0,0,0
2015,10,372,0,0,1,0,0,0,0,0,0,0,0,0
2015,11,372,0,0,1,0,0,0,0,0,0,0,0,0
2015,12,372,0,0,0,0,0,0,0,0,0,0,0,1
2016,2,372,0,0,0,0,0,0,0,0,0,0,0,1
2016,3,372,0,0,0,0,0,0,0,0,0,0,0,1
2016,4,372,0,0,2,0,0,0,0,0,0,0,0,0
2016,5,372,0,0,0,0,0,0,0,0,0,0,0,1
2016,6,372,0,0,1,0,0,0,0,0,0,0,0,0
2016,8,372,0,0,2,0,0,0,0,0,1,0,0,1
2016,9,372,0,0,2,0,0,0,0,0,1,0,0,1
2016,11,372,0,0,2,0,0,0,0,0,0,0,0,0
2006,1,373,0,0,0,0,0,0,0,0,0,0,0,6
2006,2,373,0,0,0,0,0,0,0,0,0,0,0,6
2006,3,373,0,0,0,0,0,0,0,0,0,0,0,7
2006,4,373,0,0,0,0,0,0,0,0,0,0,0,5
2006,6,373,0,0,0,0,0,0,0,0,0,0,0,5
2006,7,373,0,0,0,0,0,0,0,0,0,0,0,4
2006,9,373,0,0,0,0,0,0,0,0,0,0,0,3
2006,10,373,0,0,0,0,0,0,0,0,0,0,0,2
2006,11,373,0,0,0,0,0,0,0,0,0,0,0,3
2006,12,373,0,0,0,0,0,0,0,0,0,0,0,2
2007,1,373,0,0,0,0,0,0,0,0,0,0,0,2
2007,3,373,0,0,0,0,0,0,0,0,0,0,0,2
2007,4,373,0,0,0,0,0,0,0,0,0,0,0,1
2007,5,373,0,0,0,0,0,0,0,0,0,0,0,1
2007,6,373,0,0,0,0,0,0,0,0,0,0,0,2
2007,7,373,0,0,0,0,0,0,0,0,0,0,0,1
2007,8,373,0,0,0,0,0,0,0,0,0,0,0,2
2007,9,373,0,0,0,0,0,0,0,0,0,0,0,1
2007,10,373,0,0,0,0,0,0,0,0,0,0,0,1
2007,11,373,0,0,0,0,0,0,0,0,0,0,0,1
2008,1,373,0,0,0,0,0,0,0,0,0,0,0,2
2008,4,373,0,0,0,0,0,0,0,0,0,0,0,3
2008,6,373,0,0,0,0,0,0,0,0,0,0,0,2
2008,7,373,0,0,0,0,0,0,0,0,0,0,0,2
2008,8,373,0,0,0,0,0,0,0,0,0,0,0,4
2008,9,373,0,0,0,0,0,0,0,0,0,0,0,4
2008,10,373,0,0,0,0,0,0,0,0,0,0,0,1
2008,11,373,0,0,0,0,0,0,0,0,0,0,0,1
2008,12,373,0,0,0,0,0,0,0,0,0,0,0,2
2009,1,373,0,0,0,0,0,0,0,0,0,0,0,2
2009,3,373,0,0,0,0,0,0,0,0,0,0,0,2
2009,4,373,0,0,0,0,0,0,0,0,0,0,0,2
2009,5,373,0,0,0,0,0,0,0,0,0,0,0,2
2009,6,373,0,0,0,0,0,0,0,0,0,0,0,4
2009,8,373,0,0,0,0,0,0,0,0,0,0,0,2
2009,9,373,0,0,0,0,0,0,0,0,0,0,0,2
2009,10,373,0,0,0,0,0,0,0,0,0,0,0,1
2009,12,373,0,0,0,0,0,0,0,0,0,0,0,1
2010,3,373,0,0,0,0,0,0,0,0,0,0,0,1
2010,5,373,0,0,0,0,0,0,0,0,0,0,0,1
2010,6,373,0,0,0,0,0,0,0,0,0,0,0,1
2010,7,373,0,0,0,0,0,0,0,0,0,0,0,1
2010,8,373,0,0,0,0,0,0,0,0,0,0,0,2
2010,10,373,0,0,0,0,0,0,0,0,0,0,0,1
2011,1,373,0,0,0,0,0,0,0,0,0,0,0,2
2011,2,373,0,0,0,0,0,0,0,0,0,0,0,1
2011,5,373,0,0,0,0,0,0,0,0,0,0,0,1
2011,8,373,0,0,0,0,0,0,0,0,0,0,0,1
2011,9,373,0,0,0,0,0,0,0,0,0,0,0,1
2011,11,373,0,0,0,0,0,0,0,0,0,0,0,1
2011,12,373,0,0,0,0,0,0,0,0,0,0,0,1
2012,1,373,0,0,0,0,0,0,0,0,0,0,0,1
2012,2,373,0,0,0,0,0,0,0,0,0,0,0,1
2012,3,373,0,0,0,0,0,0,0,0,0,0,0,1
2012,5,373,0,0,0,0,0,0,0,0,0,0,0,2
2012,6,373,0,0,0,0,0,0,0,0,0,0,0,1
2012,9,373,0,0,0,0,0,0,0,0,0,0,0,1
2012,11,373,0,0,0,0,0,0,0,0,0,0,0,1
2013,1,373,0,0,0,0,0,0,0,0,0,0,0,1
